,REFCODE,Habit,Solvent,SMILES
6021,DAYYEI,block,acetonitrile,CCOc1cc(C=O)ccc1OCCCOc1ccc(C=O)cc1OCC
6022,DAYYIM,block,acetonitrile,COc1cccc(C=O)c1OCCCCOc1c(OC)cccc1C=O
6023,DAYYUY,prism,ethanol,O=N(=O)C=Cc1c2CCOc2cc2CCOc12
6024,DAYZAF,prism,ethanol,Oc1ccccc1NC(=CC(=O)c1ccccc1)c1ccccc1
6026,DAYZUZ,plate,acetone,COc1cc(ccc1O)C1CC(=NN1C(C)=O)C
6027,DAZABZ12,plate,methanol,N(N=Nc1ccccc1)c1ccccc1
6032,DAZFLU11,needle,benzene,[N-]=[N+]=C1c2ccccc2c2ccccc12
6038,DAZLEY,needle,ethyl acetate,Clc1cccc2N3CCCC3=Nc12
6039,DAZLIC,needle,methanol,OCC1CCC2=Nc3c(ccc4ccccc34)N12
6057,DBEZLM19,block,acetonitrile,OC(=CC(=O)c1ccccc1)c1ccccc1
6059,DBHINO01,block,methanol,CC(C)C1=C(Br)C(=O)C(=C(Br)C=C1)O
6060,DBMBPO11,needle,diethyl ether,[BH3][P](C)(C)[P]([BH3])(C)C
6062,DBTHPS02,plate,methanol,O=S1(=O)c2ccccc2c2ccccc12
6064,DCHXCT01,block,methanol,C1CCC2OCCOCCOC3CCCCC3OCCOCCOC2C1
6065,DEBBES,prism,tetrahydrofuran,C1CCO(C1)[Li]12[BH]3456[BH]789[Li]%10%11(O%12CCCC%12)[BH]%12%13%14[BH]%15%167[BH]7%17%12[BH]%12%18%19%13[Li]%13(O%20CCCC%20)[BH]%20%21%22%23[BH]%24%25%26[Li]%27%28(O%29CCCC%29)[BH]%29%30%31[BH]%32%33%24[BH]%24%34%29[BH]%29%351%30[C]1%30%27%31=[C]%20%25%28(CC=CC1)[Li]1%20%25%21%29%30[BH]%21%27%28%22[BH]%22%23%26%32[Li](O%23CCCC%23)(O%23CCCC%23)(O%23CCCC%23)[BH]%33%24%21%22[BH]2%34%351%27[Li]123%12%28([BH]3%124%20[BH]458%15[Li](O5CCCC5)(O5CCCC5)(O5CCCC5)[BH]%16734[BH]%17%18%13%251%12)[C]1%10%14%19=[C]69%112CC=CC1
6066,DEBBIW,block,tetrahydrofuran,C1CCO(C1)[Li]1(O2CCCC2)(O2CCCC2)[BH]2345[BH]678[BH]9%10%112[Li]2%12(O%13CCCC%13)[BH]%13%14%15%16[BH]%17%18%19[BH]%20%21%13[BH]%13%22%23%17[BH]%17%24%25[BH]%26%27%28%29[Li]%30%31(O%32CCCC%32)[BH]%32%33%34%35[BH]%36%37%38[BH]%39%40%32[BH]%3236%36[BH]314%39[BH]14%30%33%40[BH]65923[Li]23%10%341([C]15%35%37=[C]7%112(CCCC1)[Li]8%38%325O1CCCC1)[BH]12%12%14%20[BH]57%21%13[Li](O8CCCC8)(O8CCCC8)(O8CCCC8)[BH]%22%17%265[BH]%27%31317[Li]1%15%28462[C]23%16%18=[C]%24%291(CCCC2)[Li]%19%23%253O1CCCC1
6069,DEBHIC,prism,dimethylsulfoxide,BrC1=CC=C(Br)C2=N[Te]N=C12
6072,DEBNAC,plate,ethanol,CCC1CC2CN3CCC4=C(Nc5c4ccc(OC)c5C4(O)CC5C6(COC(N(C)C6CC6=C4Nc4ccccc64)C45OC4C)C(=O)OC)C(C2)(C13)C(=O)OC
6073,DEBPEG,plate,methanol,CC(C)(C)c1cc(c(P=Cc2cccc3c2Oc2c(cccc32)C=Pc2c(cc(cc2C(C)(C)C)C(C)(C)C)C(C)(C)C)c(c1)C(C)(C)C)C(C)(C)C
6074,DEBQOQ,needle,methanol,C1CN2N=NN=C2c2ccccc2C2=NN=NN12
6075,DEBVAH,prism,acetonitrile,O=C1N2CCCN3CCN(CCCN(CC2)C1=O)C(=O)C3=O
6079,DECLIG,prism,ethanol,CCCC(ON=CC1=NC=CS1)c1ccccc1
6083,DECROT,plate,water,CC(C)N(Cc1ccccc1B(O)O)C(C)C
6084,DECSEK,block,acetonitrile,CC(C)N(C(C)C)C(=O)c1ccccc1[B-]1(F)OC(=[N+](C(C)C)C(C)C)c2ccccc12
6087,DECVOX,block,methanol,Cc1ccccc1CN1C(=O)CC2(CCCC2)C1=O
6088,DECVUD,needle,ethanol,Cc1ccc(CN2C(=O)CC3(CCCC3)C2=O)cc1
6093,DEDMAB,plate,ethyl acetate,CN1C(=O)C2C(C1=O)C1(c3ccccc3)C(=C(c3ccccc3)C2(c2ccccc2)[Si]1(C)C)c1ccccc1
6094,DEDNEF01,block,acetone,CC1(C)OC(=O)CC(=O)O1
6102,DEDZUI,block,pentane,CC(C)N123[Li]4N5([Li]1N16([Li]5N5([Li]7N84([Li]2N7([Li]15)(B8c1ccccc1)C(C)C)C(C)C)(B6c1ccccc1)C(C)C)C(C)C)(B3c1ccccc1)C(C)C
6103,DEFBEY,block,tetrahydrofuran,Cc1cc(C)c(c(C)c1)[si]12c3(c4(c5ccccc5)c5(c6ccccc6)c1([Si](C)(C)C)[Li]2345O1CCCC1)[Si](C)(C)C
6110,DEFMOR,needle,ethanol,CC1(C)COC(OC1)C1=C(SC(=C1)C=CC1=CC=CS1)C=CC1=CC=CS1
6111,DEFNIM,plate,hexane,C1CC2(OCC31CCC1(O3)C3CC4CC(C3)CC1C4)C1CC3CC(C1)CC2C3
6112,DEFQAG01,prism,methanol,C1N2Cc3c(ccc4ccccc34)N1Cc1c2ccc2ccccc12
6113,DEFWER,prism,methanol,CC1(C)OC(=O)C(=CNC2=NC=C(Br)S2)C(=O)O1
6114,DEFWUH,prism,acetonitrile,CCOC(=O)c1cc(cc2C(c3cc(cc(c3c12)N(=O)=O)N(=O)=O)=C(C#N)C#N)N(=O)=O
6116,DEFYAP,prism,diethyl ether,O=C(NOCc1ccccc1)N(OCc1ccccc1)C(=O)NOCc1ccccc1
6118,DEFZEU,needle,methanol,CNS(=O)(=O)Cc1ccc2NC=C(CCN(C)C)c2c1
6120,DEFZOG,block,tetrahydrofuran,Cc1ccc(cc1)S(=O)(=O)Nc1c2ccc(c(NS(=O)(=O)c3ccc(C)cc3)c2ccc1N(=O)=O)N(=O)=O
6121,DEGBEX,block,ethanol,CC(=O)N1C(=O)C(CC2=NC(=NO2)c2ccccc2C)(CC2=NC(=NO2)c2ccccc2C)c2ccccc12
6122,DEGCAU,block,acetone,Brc1cccc(C=CC(=O)c2ccccc2)c1
6123,DEGCEY,block,acetone,COc1ccc(C=CC(=O)c2ccc(cc2)N(=O)=O)cc1
6124,DEGCIC,prism,diethyl ether,O=N(=O)c1cccc(SN(Cc2ccccc2)Cc2ccccc2)c1
6129,DEGFEB,block,methanol,COc1ccccc1Sc1ccccc1C(O)=O
6134,DEGGIG,block,methanol,CN(C)S(=O)(=O)C1=CN(C=C1)S(=O)(=O)c1ccccc1
6135,DEGGOM,needle,ethanol,COC(=O)c1ccc(Br)cc1
6137,DEGHAZ,block,methanol,COc1ccccc1Sc1ccccc1C(=O)N1CCN(CC1)c1cccc(Cl)c1Cl
6141,DEGLEH,needle,ethanol,O=N(=O)c1ccc2N(CCN3CCCCC3)C=Nc2c1
6142,DEGMOS,block,diethyl ether,CCN1c2ccccc2c2cc(Cc3ccc4N(CC)c5ccccc5c4c3)ccc12
6144,DEGRUF,prism,acetone,CC(C)(C)C1=NN(c2ccccc2)C(=C1)N=Cc1ccc(O)cc1
6145,DEGXOC,prism,tetrahydrofuran,C[Si](C)(C)C1(c2ccccc2c2ccccc12)C1(c2ccccc2c2ccccc12)[Si](C)(C)C
6146,DEGYAQ,prism,hexane,CC(C)NC(=NC(C)C)P(CCP(c1ccccc1)C(NC(C)C)=NC(C)C)c1ccccc1
6147,DEGYEU,prism,hexane,C1CCC(CC1)NC(=NC1CCCCC1)P(CCP(C(NC1CCCCC1)=NC1CCCCC1)c1ccccc1)c1ccccc1
6150,DEHPAH,block,ethanol,CC(=O)OCC1OC(SC#N)(C#N)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O
6151,DEHQEM,prism,ethanol,CC1(C)CC(=O)C2=C(C1)NC(=O)CC2c1ccccc1
6152,DEHREN01,plate,isopropanol,Nc1ccnc2N(C=Nc12)C1CC(O)C(CO)O1
6155,DEHXIY,needle,acetone,OCCOc1cc(C#Cc2ccccc2)c(OCCO)cc1C#Cc1ccccc1
6160,DEJLEL,plate,hexane,CC1C(C1c1ccc(Br)cc1)C(=O)Oc1c(C)cccc1C
6163,DEJMUC,block,hexane,CC(C)N1C[Si](N(C=C1)C(C)C)(c1ccccc1)c1ccccc1
6164,DEJNAJ,block,hexane,CC(C)N1C=CN(C(C)C)[Si](C1c1ccccc1)(c1ccccc1)c1ccccc1
6165,DEJNIR,block,hexane,CC(C)c1cccc(C(C)C)c1N1CCN([SiH](C1)c1ccccc1)c1c(cccc1C(C)C)C(C)C
6167,DEJYOH,block,methanol,Oc1ccccc1C(=O)CC(=O)c1cccc(C(O)=CC(=O)c2ccccc2O)c1O
6173,DEKHAD,plate,pentane,C[Si](C)(C)[Si](P=P[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C
6174,DEKKEL,block,tetrahydrofuran,CC(C)CN1C2=CC=CC=CC2=N(CC(C)C)[Li]1(O1CCCC1)O1CCCC1
6175,DEKTET,prism,acetonitrile,c1ccc(cc1)c1nnc(nc1C1234[BH]567[BH]89%10[BH]%11%12%13[BH]%1458[BH]58%11[BH]%11%15%12[BH]%129%13[BH]16%10[BH]2%11%12C35%15(c1ccccc1)[BH]47%148)c1ccccn1
6176,DEKTOD,prism,acetonitrile,[H]1[BH]234[BH]56[BH]782[BH]293[BH]314[BH]142[BH]279[BH]758C56(c6[nH+]c(ccc6c6ccccc6)c6ccccn6)C31(c1ccccc1)[BH-]4275
6179,DEKYIC01,prism,methanol,COc1cc(O)c(cc1N(=O)=O)C(C)=O
6183,DELKAH,block,toluene,CCN(CC)c1ccc(cc1)C=Cc1nc(C#N)c(nc1c1ccccc1)C#N
6189,DELLOV,plate,toluene,CN1(C)CCN(C)(C)[Na]21P(C([Si](C)(C)C)[Si](C)(C)C)c1ccccc1CN2(C)C
6191,DELMIR,block,methanol,CC(C)C1=C(O)C(=O)C23OC2(C(=O)CC2C(C)(C)CCCC32C)C1=O
6192,DELMOX,block,ethanol,S=C1NN=C(CN2C=NC=N2)S1
6193,DELMUD,plate,ethanol,COc1ccc(cc1)C(=O)NC(=S)NCCC(O)=O
6194,DELNAK,block,ethanol,COC(=O)C(=CN(C)C)c1ccccc1OC(=CN(C)C)C1=NC(=NO1)c1ccc(Br)cc1
6195,DELNOY,block,ethanol,COC(=O)c1ccc(Oc2ccc(NCc3ccccc3Oc3nc(OC)cc(OC)n3)cc2Cl)cc1
6197,DELPEQ01,plate,ethanol,CC(C)=NNc1ccccc1N(=O)=O
6199,DELQAN,prism,ethyl acetate,CN1C(C(N(C)C1=O)c1ccccc1)c1ccccc1
6200,DELQIV,block,ethanol,O=N(=O)c1ccc(OCCOc2ccc(cc2)N(=O)=O)cc1
6201,DELQOB,block,methanol,Cc1ccnc(c1)c1cc(CC(O)c2c3ccccc3cc3ccccc23)ccn1
6202,DELSAP,block,ethyl acetate,CC1(C)OC2C(COC(c3ccccc3)(c3ccccc3)c3ccccc3)N3OC(=O)C4(CCCN4C=O)C3C2O1
6209,DELXAU,prism,ethyl acetate,CCCCNC1=C(OC(=C1C(=O)OC)C(=O)OC)C=Cc1ccc(C)cc1
6210,DELXUO,block,diethyl ether,CCOC(=O)c1cccc(n1)C(=O)OCC
6211,DELYUP,needle,ethyl acetate,CCOC(=O)CN1C=C(N=N1)c1ccccc1
6213,DELZIE,block,ethyl acetate,CCOc1ccc(NC(=O)CCl)cc1
6216,DEMBON,prism,benzene,c1ccc2c(c1)cc(C#Cc1cc3ccccc3c3ccccc13)c1ccccc21
6219,DEMDAB,block,acetone,NN1C(=NC(=Cc2ccc(F)cc2)C1=O)Nc1ccccc1
6220,DEMDEF,prism,ethanol,c1ccc(cc1)C1c2ccccc2C(c2ccccc2)[Si]1(c1ccccc1)c1ccccc1
6223,DEMFUX,block,methanol,Nc1ccccc1N=C(c1ccccc1)c1cc(Cl)ccc1O
6224,DEMGIM,block,ethyl acetate,Cc1ccccc1C[Se][Se]Cc1ccccc1C
6226,DEMHAF,block,methanol,CCOC(COc1cc(N)nc(SC)n1)OCC
6237,DENHAG,block,hexane,CC1=C(c2ccccc2O1)C1=C(C2=C(C)Sc3ccccc23)C(F)(F)C(F)(F)C1(F)F
6238,DENSOL01,needle,methanol,CC=C(c1ccc(O)cc1)C(=CC)c1ccc(O)cc1
6241,DENWOL,needle,acetonitrile,BrC1=CN=C2N3C=CN=C3N3C=CN=C3N12
6242,DEPKOZ,prism,pentane,CC(C)[Si](N[Mg]1(N[Si](C(C)C)(C(C)C)C(C)C)N(C)(C)CCN1(C)C)(C(C)C)C(C)C
6246,DEPVID01,prism,acetone,C1N(CP(CN(CP1c1ccccc1)c1ccccn1)c1ccccc1)c1ccccn1
6247,DEPZIK,needle,water,Oc1ccccc1Sc1cc(C#N)c(Sc2ccccc2O)cc1C#N
6248,DEQBIL,block,hexane,CCC[CH2]12[Li]3O4[Li](O5[Li]1O1([Li](O6CCCC6)O3([Li]21)c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)c1cc(cc(c41)C(C)(C)C)C(C)(C)C)c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)c1cc(cc(c51)C(C)(C)C)C(C)(C)C)O1CCCC1
6249,DEQBOR,block,hexane,CC1c2cc(cc(c2O2[Li]3O4c5c(cc(cc5C(C)(C)C)C(C)(C)C)C(C)c5cc(cc(c5O56[Li](O7CCCC7)O7([Li]5O3(Cc3ccccc3)([Li]27O2CCCC2)[Li]46O2CCCC2)c2c1cc(cc2C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C
6250,DEQBUW,needle,cyclohexane,S1C=Cc2c1c1cc3ccccc3cc1c1SC=Cc21
6251,DEQBUX,block,hexane,CCCCO123[Li]4O5c6c(cc(cc6C(C)(C)C)C(C)(C)C)C(C)c6cc(cc(c6O6([Li](O7CCCC7)O7([Li]16)c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)c1cc(cc(c1O4[Li]27O1CCCC1)C(C)(C)C)C(C)(C)C)[Li]35O1CCCC1)C(C)(C)C)C(C)(C)C
6253,DEQCAE,block,hexane,CCO1CCO234[Li]5O6c7c(cc(cc7C(C)(C)C)C(C)(C)C)C(C)c7cc(cc(c7O7([Li](O8CCCC8)O8(c9c(cc(cc9C(C)(C)C)C(C)(C)C)C(C)c9cc(cc(c9O5[Li]28O2CCCC2)C(C)(C)C)C(C)(C)C)[Li]137)[Li]46O1CCCC1)C(C)(C)C)C(C)(C)C
6254,DEQCEH,needle,methanol,CCOS(=O)(=O)CC(OC(=O)C12CCC(C)(C(=O)O1)C2(C)C)c1ccccc1
6255,DEQCEI,block,hexane,CC1c2cc(cc(c2O2[Li](O=P(N(C)C)(N(C)C)N(C)C)O3(Cc4ccccc4)[Li](O=P(N(C)C)(N(C)C)N(C)C)O(c4c1cc(cc4C(C)(C)C)C(C)(C)C)[Li]23O=P(N(C)C)(N(C)C)N(C)C)C(C)(C)C)C(C)(C)C
6256,DEQCIM,block,hexane,CCO1CCO234[Li]5O6c7c(cc(cc7C(C)(C)C)C(C)(C)C)C(C)c7cc(cc(c7O7([Li]8O9c%10c(cc(cc%10C(C)(C)C)C(C)(C)C)C(C)c%10cc(cc(c%10O%105[Li]2O28(CCO(CC)[Li]372)[Li]9%10O2CCCC2)C(C)(C)C)C(C)(C)C)[Li]146)C(C)(C)C)C(C)(C)C
6257,DEQCUY,block,hexane,CCCCO12[Li]3O4(CCCC)[Li]1O15[Li]4O46[Li]7O3([Li]2O7([Li]14)c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)c1cc(cc(c51)C(C)(C)C)C(C)(C)C)c1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)c1cc(cc(c61)C(C)(C)C)C(C)(C)C
6258,DEQLIX,block,ethanol,COC(=O)C1=C(Nc2ccc(OC)cc2)C(=O)N(C1)c1ccc(OC)cc1
6261,DEQQOG,block,acetonitrile,CC1(C)OC2C(O1)C(=O)NCCN(CCN(CCNC2=O)Cc1ccccc1)Cc1ccccc1
6263,DEQTOJ,prism,ethanol,Cc1cc(C)c(c(C)c1)C(=C1CCCCC1)c1c(C)cc(C)cc1C
6269,DERFEM,needle,isopropanol,CCOc1cc(ccc1OC)C(C)=O
6270,DERKIU,block,acetone,CC(C(OP(c1ccccc1)c1ccccc1)c1ccccc1)N(C)C
6271,DERLES,prism,methanol,[BH3][P](Cc1ccccc1C[P]([BH3])(C(C)C)C(C)(C)C)(C(C)C)C(C)(C)C
6272,DERQOH,needle,toluene,O=N(=O)c1cccc(CCB2Oc3ccccc3O2)c1
6275,DERZAC,block,ethyl acetate,Nc1ccc(cc1)N1CCOCC1
6279,DESBEJ,prism,methanol,COc1ccccc1C(=O)NO
6281,DESBOT,needle,dimethylformamide,Nc1c(Cl)cc(Cl)cc1C(=O)NO
6282,DESBUZ,block,methanol,Oc1c(Cl)cc(Cl)cc1C(NC1CCCc2ccccc12)c1ccccc1
6284,DESCOU,needle,tetrahydrofuran,CC(C)(C)OC(=O)N1CCCC1C(N)=S
6286,DESLIX,plate,isopropanol,CC(=O)C=C1CC(=O)Nc2ccccc2N1
6287,DESLOD,prism,ethanol,CC1=CC(=CC(=O)N1c1cccnc1N)O
6288,DESQOI,block,diethyl ether,Cc1cc(C)c(c(C)c1)[B-](F)(c1cccc2cccc(C[N+](C)(C)C)c12)c1c(C)cc(C)cc1C
6300,DETHAM,block,dimethylformamide,O=C(COc1ccccc1C(=O)NCCNC(=O)c1ccccc1OCC(=O)NCc1ccccc1)NCc1ccccc1
6301,DETHOA,block,methanol,COc1ccc(C(C)=[NH+]CC(C)O)c([O-])c1
6302,DETHUG,prism,ethanol,CC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3CCC12C
6303,DETJIW,block,ethanol,CN1c2ccccc2C(=C1c1ccccc1)N=NC1=NN=CS1
6304,DETJUI,block,ethanol,CN1C(=C(N=NC2=NC=CS2)c2ccccc12)C
6307,DETKIX,block,ethanol,Clc1ccc(c(Cl)c1)C1=Nc2ccccc2N1
6311,DETRAW,needle,acetonitrile,OC1C=CC(O)C2C1C(=O)C=CC12Oc2cccc3cccc(O1)c23
6316,DETYUZ,block,dimethylsulfoxide,S1C=C(c2cc(nc(c2)c2ccccn2)c2ccccn2)c2ccccc12
6317,DETZUX02,prism,methanol,Cc1ccc(cc1)S(=O)(=O)OCCOCCOS(=O)(=O)c1ccc(C)cc1
6320,DEVCOW03,plate,methanol,CC1(CC(C)(CC(C)(C1)C(O)=O)C(O)=O)C(O)=O
6322,DEVDEO,prism,pentane,CCCCC=C1C(=C(c2ccccc2)[Si]1(c1ccccc1)c1ccccc1)B1C2CCCC1CCC2
6323,DEVDIS,block,toluene,Cc1cc(C)c(c(C)c1)c1cccc(c1P(Cl)Cl)c1c(C)cc(C)cc1C
6337,DEVTUU,block,acetone,Oc1ccc(Br)cc1C=NOCCCON=Cc1cc(Br)ccc1O
6343,DEWBAJ,block,pentane,C[Si]1(C)[Si](C)(C)[Si]2(Br)[Si](C)(C)[Si](C)(C)[Si]1(Br)[Si](C)(C)[Si]2(C)C
