,REFCODE,Habit,Solvent,SMILES
9961,FEBJAY,prism,acetonitrile/chloroform,CC1Cc2ccc3ccccc3c2C21SC12c2ccccc2Oc2ccccc12
9962,FEBJEC,plate,diethyl ether,CC1(O)CC2CCCC3CCCC(C1)N23
9963,FEBJIG,tapered rectangular prism,diethyl ether,OCC1CC2CCCC3CCCC(C1)N23
9964,FEBJUS,needle,diethyl ether/hexanes,COC(=O)C1CC(O)CC(OC2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C1N(=O)=O
9965,FEBKAZ,plate,diethyl ether/hexanes,COC(=O)C=CN(=O)=O
9966,FEBQAH,block,Petroleum ether/ethyl acetate,Brc1ccc(cc1)C1CC(=O)OC21C(=O)N(Cc1ccccc1)c1ccccc21
9967,FEBROW,block,dichloromethane/hexane,CC1=NC(=Cc2ccc(cc2)c2ccccc2)C(=O)O1
9968,FEBRUC,plate,dichloromethane/hexane,CC1=NC(=Cc2ccc3c(Cc4ccccc34)c2)C(=O)O1
9969,FEBSAJ,block,dichloromethane/hexane,COc1ccc(cc1)c1ccc(cc1)C=C1N=C(C)OC1=O
9970,FEBTIQ,irregular,pentane,CC(C)c1ccccc1[SiH]1CCCc2ccccc12
9971,FEBTOW,irregular,pentane,CC(C)c1ccccc1[Si]1(Cl)CCCc2ccccc12
9972,FEBVEO,plates,pentane/ethanol,CCOC(=O)CC(C=CC)B1OC(C(O1)C(OC)(c1ccccc1)c1ccccc1)C(OC)(c1ccccc1)c1ccccc1
9973,FEBVUE,blocks,ethyl acetate,CCCCCCCCCC(=O)Nc1ccc(cc1)N1C=CC(=N1)c1ccccn1
9974,FEBWAN,needle,n-hexane/dichloromethane,N#CC1=C(Nc2ccccc2)Sc2ccccc12
9975,FEBWER,block,n-hexane/dichloromethane,COc1cc(Br)c(cc1OC)C(=O)C1=C(NC(C)C)Sc2ccccc12
9976,FEBZAQ,block,dichloromethane/hexane,CC1=NC(=Cc2ccc(cc2)c2ccc(cc2)C#N)C(=O)O1
9977,FECBEX,Block,dichloroethane,Cc1ccc(CC2=NC(=CC3=C(N=NN23)c2ccc(C)cc2)c2ccccc2)cc1
9978,FECGIE,plate,tetrahydrofuran,C1CCC(CC1)N1=CN2(C3CCCCC3)[Li]1(O1CCCC1)N1(C=N(C3CCCCC3)[Li]21O1CCCC1)C1CCCCC1
9979,FECKII,prisms,dichloromethane/methanol,CCN1C2=C(C)C(=C1C1=C(C)C(=C(N1CC)C1=C(C)C(=C(N1CC)C1=C(C)C(=C(N1CC)C1=C(C)C(=C(N1CC)C1=C(C)C(=C(N1CC)C1=C(C)C(=C(N1CC)C1=C(C)C(=C2N1CC)C)C)C)C)C)C)C)C
9980,FECMAC,needle,hexane/ethyl acetate,CC(=O)C1(CCOC1=O)C(CN(=O)=O)c1ccc(Cl)cc1
9981,FECMEG,needle,hexane/ethyl acetate,CC(C)CC(CN(=O)=O)C1(CCOC1=O)C(C)=O
9982,FECNOT,plate,dichloromethane / hexane,CN1CCOCCOCCOCCOc2cc(C=Cc3ccncc3)ccc12
9983,FECPOV,plate,ethanol,CCN1N=C(Cl)c2ccc(cc12)N(=O)=O
9984,FECQAF,prism,ethyl acetate,CC(=O)NC1=NN(C(OC(C)=O)c2ccncc2)C(=N1)C
9985,FECTAJ,block,dichloromethane/hexane,COC12OC(C(=O)c3ccccc13)C(C)(O2)C(=O)OCc1ccc(Br)cc1
9986,FECWEQ,plate,toluene,CC(C)(C)C1CC2C3C(CC4C(=O)C3C1CC24O)C(C)(C)C
9987,FECYIW,prism,aqueous methanol,CCCCN1C(=NN=C1N=C(NCc1ccccc1)N1N=C(CC)SC1c1ccccc1O)CC
9988,FECYOC,prism,acetonitrile,CC(=S)NN1C(N2N=C(C)N(Cc3ccccc3)C2=NC1=O)c1ccc(C)cc1
9989,FECZOE01,needle,Vapour Deposition,Clc1c2cc3ccccc3cc2c(Cl)c2cc3ccccc3cc12
9990,FEDBIA,plate,hexanes/ethyl acetate (3:1),CCC1C2NC(=O)CCC2(C)OC1=O
9991,FEDCOH,rectangular,methanol,Oc1ccccc1C=NCCSSCCN=Cc1ccccc1O
9992,FEDHEC,rod,hexane,CC1(CCCCC1(C)N=Cc1cccc(c1O)C(F)(F)F)N=Cc1cccc(c1O)C(F)(F)F
9993,FEDKUV,block,DMF,S=C1NN=C(CN2C=NC=N2)N1c1ccccc1
9994,FEDLAC,prism,DMSO/water,O=S(=O)(Nc1ccccc1NS(=O)(=O)c1ccccc1)c1ccccc1
9995,FEDLEG,prism,chloroform-methanol,CC(=O)C12OC1CC1C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C
9996,FEDLIK,block,methanol,Oc1ccc(cc1)C(=O)CCN1C=NC=N1
9997,FEDLUW,needle,methanol-chloroform,Oc1ccc(cc1)C=CC(=O)c1ccc(Cl)cc1
9998,FEDMAD01,chunk,ethanol,COP(=O)(OC)C(NC(=O)c1ccncc1)c1ccccc1
9999,FEDMEH,needle,hexane-ethyl acetate,CC(C)=CCCC(C)=CCOc1cc(O)c2C(=O)c3c(O)cc(C)cc3C(=O)c2c1
10000,FEDMOR,prism,acetone/methanol,CCOC1(Oc2c(Cl)c(OC)cc(OC)c2C2=NN(SC12OCC)c1ccc(cc1Cl)N(=O)=O)c1ccc(Cl)cc1
10001,FEDNAE,prism,diethyl ether,Cc1ccc(OC(=O)ON2C(=CSC2=S)C)cc1
10002,FEDNIM,prism,ethanol,COc1cccc(C=NC2=Nc3ccccc3N2)c1O
10003,FEDNOS,block,ethanol,O=C1N(c2ccccc2)c2cc(C#N)c(cc2Oc2cc3ccccc3cc12)C#N
10004,FEDPOU,needle,1-chloronaphthalene,O=C1N(c2ccncc2)C(=O)c2ccc3c4ccc5C(=O)N(c6ccncc6)C(=O)c6ccc(c7ccc1c2c37)c4c56
10005,FEDQAH,block,acetone,N#CC(=C(C#N)C1=C(C=C2C=CC=CN12)c1ccccc1)C1=C(C=C2C=CC=CN12)c1ccccc1
10006,FEDQIP,plate,"1,2-dichloroethane/2-propanol",SCCCCCCCCCCCCCCCCCCCCCS
10007,FEDQOV,prism,dry chloroform,O=C1OC2C3CC(CC13)C2[Se]c1ccccc1
10008,FEDQOX,rectangular prism,dichloromethane,CN(C)c1nc(nc(n1)N1C=CC=N1)N1C=CC=N1
10009,FEDQUB,block,propan-2-ol,CC1=NN(C(=O)C1=C(NCCC(O)=O)c1ccccc1)c1ccccc1
10010,FEDRAI,prism,ethyl acetate,O=C(C=C1SCCN1c1ccccc1)c1ccccc1
10011,FEDREM,block,methanol-water,O=N(=O)c1ccc(cc1)C1Nc2ccccc2C2OCCCC12
10012,FEDROW01,rhombic,ethanol,CCOC(=O)C1=C(C)NC(=S)NC1C
10013,FEDRUC,plate,ethanol,CC(=O)Oc1ccc(OC(C)=O)cc1
10014,FEDSAJ01,irregular block,methanol/dichloromethane,COc1cc(C=O)c(OC)cc1C=O
10015,FEDSEN,block,hexane-dichloromethane,COc1c(Br)c(Br)c2CC(Br)C(Br)c2c1Br
10016,FEDSIR,needle,dichloromethane-hexane,CCOC(=O)C1=CC=C2C(=CC(=C2C=C1)Br)Br
10017,FEDSOX,block,ethanol,COc1ccc(C=CC(=O)c2ccc(O)cc2)cc1
10018,FEDSUD,block,ethanol,Oc1cccc(C=CC(=O)c2ccc(Br)cc2)c1
10019,FEDTAK,block,deuterochloroform,Nc1nc(Cl)c2N=CN(C(=O)OCc3ccccc3)c2n1
10020,FEDTIS,block,ethanol,CCc1ccc(CCO)nc1
10021,FEDTOY01,blocks,dichloromethane/hexanes,CC12CCC3C1C=C1C(=O)c4ccccc4C(=O)C1(O2)C3(C)C=O
10022,FEDTUE,block,ethanol,O=C1N(CCc2ccccc2)C(=S)NC1=Cc1ccccc1
10023,FEDVAM,spike,DMF,COc1cc(ccc1O)C=NNC(=O)C1=NNC=N1
10024,FEDVEQ,block,dichloromethane/n-hexane,CCC1=C(NC(=C1C)C(=O)OCc1ccccc1)C(CCCl)C1=C(CC)C(=C(N1)C(=O)OCc1ccccc1)C
10025,FEDVOA,block,diethyl ether,CC1(C)OC2COC(=O)C(C)(N=[N+]=[N-])C2O1
10026,FEDVUG,needle,acetone,CC(=O)NCC1OCC(O)(C1O)C(=O)NCc1ccccc1
10027,FEDWAN,needle,dimethylformamide,O=C1Oc2ccccc2C2=C1C=NN2c1ccccc1
10028,FEDWER,plate,dimethylformamide,O=C1Oc2ccccc2C2=NN(C=C12)c1ccccn1
10029,FEDXAQ,block,hexane/dichloromethane,OC(C(Cc1ccccc1)C(=O)C(Cc1ccccc1)C(O)c1ccc(Br)cc1)c1ccc(Br)cc1
10030,FEDZOE,needle,ethanol,Oc1ccc(Br)cc1C=Nc1ccc2OCCOCCOCCOCCOc2c1
10031,FEDZUM,rectangular prism,deuterochloroform,Clc1nc(nc(n1)N1C=CC=N1)N1C=CC=N1
10032,FEFBIE,plate,acetonitrile/diethyl ether,CCN(CC)c1nc(nc(n1)N1C=CC=N1)N1C=CC=N1
10033,FEFBOK,rectangular prism,deuterochloroform,CC(C)Sc1nc(nc(n1)N1C=CC=N1)N1C=CC=N1
10034,FEFCAV,needle,acetonitrile,Clc1ccc(cc1)C1=NC2=NC(=NN=C2S1)c1ccccc1
10035,FEFDEA,prism,acetone,CCOC(=O)C1=NN(c2ccccc2)C(S1)=Nc1ccccc1SSc1ccccc1N=C1SC(=NN1c1ccccc1)C(=O)OCC
10036,FEFDIE,prism,acetone,CCOC(=O)C(SC1=Nc2ccccc2S1)=NNc1ccccc1
10037,FEFDOK,prism,acetone,CCOC(=O)C(SC1=Nc2ccccc2S1)=NNc1ccccc1N(=O)=O
10038,FEFFEC,needle,acetone,FC(F)(F)C(OP1(=O)Oc2ccccc2C(=O)C(O1)(C(F)(F)F)C(F)(F)F)c1cccc(Cl)c1
10039,FEFFIG,prism,acetone,COc1cccc(c1)C(OP1(=O)Oc2ccccc2C(=O)C(O1)(C(F)(F)F)C(F)(F)F)C(F)(F)F
10040,FEFFOM,prism,acetone,FC(F)(F)C(OP1(=O)Oc2ccccc2C(=O)C(O1)(C(F)(F)F)C(F)(F)F)c1cccc(c1)C(F)(F)F
10041,FEFFUS,prism,acetone,FC(F)(F)C(F)(F)C(F)(F)C(OP1(=O)Oc2ccccc2C(=O)C(O1)(C(F)(F)F)C(F)(F)F)c1ccccc1
10042,FEFGAZ,prism,acetone,CC(OP1(=O)Oc2ccccc2C(=O)C(O1)(C(F)(F)F)C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
10043,FEFGEF,plate,hexane/ethyl acetate,CC(C)(C)S(=O)NCC1CCCN1Cc1ccccc1
10044,FEFKOR,prism,carbon tetrachloride/n-hexane,OCC12COC(=O)C31CCCC(O)(CO2)C3
10045,FEFKUX,plate,carbon tetrachloride/n-hexane,OCC12CCCC3(C1)C(=O)OCC3(CO)O2
10046,FEFLAE,plate,chloroform,COc1cc(cc(I)c1N)N(=O)=O
10047,FEFLEI,plate,methanol,CC(=O)Nc1[n+](cccc1OC(C)=O)C1=C([O-])C(=O)C1=O
10048,FEFLEK,block,methanol,CCC1=CN2C=C(C=C2C=C1)C1=[N+]([N-]OC1=O)c1ccccc1
10049,FEFLIM,needle,water,NC1=NC2=C(C=CN2C2CC(O)C(CO)O2)C(=O)N1
10050,FEFLIO,block,acetonitrile,CCOC(=O)C1=C2N(C(=CC=C2CC)C)C(=C1)C(=O)C1=[N+]([N-]OC1=O)c1ccccc1
10051,FEFMAF,prismatic,ethanol,COC1=NC(=O)N2CC(O)CCC2=C1C
10052,FEFNIO,rod,methanol/dioxane,CC(C)CC1NC(=O)C(NC1=O)=Cc1ccccc1
10053,FEFNUA,Block,acetonitrile,CCCCC1=NC(=C(C=O)N1Cc1cc2OCOc2cc1C)Cl
10054,FEFPAI,prism,water,Cc1ccc(cc1)S(=O)(=O)NC(CCC(O)=O)C(O)=O
10055,FEFPEM01,blocks,ethyl acetate/hexane,O=N(=O)c1ccc(Oc2ccccc2)cc1
10056,FEFPOW01,Plate,Sublimation,Cc1ccc(cc1)C#Cc1ccc(cc1)C#Cc1ccc(C)cc1
10057,FEFREO,block,ethanol,CC(=O)CC(=O)Nc1cccc(Cl)c1
10058,FEFROY,prism,acetone/n-hexane,CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CCC2C1OC(C)=O
10059,FEFYIB,prism,hexanes,COC(=O)CC1C(CO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)OC2OC(C)(C)OC12
10060,FEFZUN,block,ethyl acetate,CN1c2ccccc2N=C1c1ccccc1P(C1CCCCC1)C1CCCCC1
10061,FEGBEZ,block,dichloromethane,C(c1ccccc1)P(c1ccccc1)(c1ccccc1)=C1C=Cc2ccccc12
10062,FEGCAW,block,diethyl ether/hexane,Cc1nc(Br)c([Te][Te]c2cc(Br)c(C)nc2Br)cc1Br
10063,FEGCEA,block,diethyl ether/hexane,[Te]([Te]c1ccccn1)c1ccccn1
10064,FEGCIE,block,dichloromethane/hexane,Brc1cnc(Br)c([Te][Te]c2cc(Br)cnc2Br)c1
10065,FEGFAZ,plate-like,methanol,OC1CCC2(CC1)C=CCC2Cc1ccc(O)cc1
10066,FEGJEH01,thin lath,Re-crystallisation from solvent: dichloromethane/hexane,CC(C)CC1NC(=O)C2=C(ON=C12)C=Cc1ccccc1
10067,FEGKUY,cube,n-hexane/ethyl acetate,CC1CCC=C(C)CCC(OC(=O)C(c2ccccc2)=C2OC(=O)C(=C2O)c2ccccc2)C(C)(C)C=C1
10068,FEGLIN,cube,n-hexane/ether,CCCCCCCCCC=CC=C(C)C(O)=O
10069,FEGMAG,prism,methanol,[NH3+]C(CCl)C(=O)[O-]
10070,FEGPAJ,block,chloroform/methanol,CC(C)(C)c1cc2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc(c1)c2OCCCN1C(=O)c2ccccc2C1=O)c5OCC=C)N(=O)=O)c4OCCCN1C(=O)c2ccccc2C1=O)C(C)(C)C)c3OCC=C)N(=O)=O
10071,FEGPUF,block,Sublimation,O=P(N1c2ccccc2c2ccccc12)(N1c2ccccc2c2ccccc12)N1c2ccccc2c2ccccc12
10072,FEGQUE,block,ethanol/hexane,[BH3][P](CC1=CC=CS1)(c1ccccc1)c1ccccc1
10073,FEGTUH,block,ethanol,CC(=NC1CCCCC1)C(C)=NC1CCCCC1
10074,FEGVIW01,rectangular plates,ethanol,C1CCC2C(C1)N1COOCN2COOC1
10075,FEHKAE,plate,dichloromethane/methanol,Fc1cc(F)c(c(c1)N=Nc1ccccc1)C(=Cc1ccccc1)c1ccccc1
10076,FEHMAH,Needle,ethanol,ClCC1=NN=C2N1N=Cc1ccccc21
10077,FEHMUA,rhombohedral,dichloromethane/methanol,Fc1c(F)c(F)c(C=C(c2c(Cl)cc(Cl)cc2N=Nc2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
10078,FEHPEN,block,dichloromethane/methanol,COc1ccc(cc1)C=C(c1ccc(OC)cc1)c1c(Cl)cc(Cl)c(C(=Cc2ccc(OC)cc2)c2ccc(OC)cc2)c1N=Nc1ccccc1
10079,FEHPUE01,plate,acetonitrile,CC(Br)C(C)(Br)C(=O)NC(C(O)C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C(C)(C(O)CC4OCC34OC(C)=O)C(=O)C(O)C(=C1C)C2(C)C)c1ccccc1
10080,FEHQAK,plate,dichloromethane/methanol,Fc1c(F)c(F)c(C=C(c2c(Cl)cc(Cl)c(C(=Cc3c(F)c(F)c(F)c(F)c3F)c3c(F)c(F)c(F)c(F)c3F)c2N=Nc2ccccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
10081,FEHQAL,plate,pentane/toluene,S1C=CC2=C1C1=C(C=CS1)P2c1ccccc1
10082,FEHQEP,block,dichloromethane/hexane,FC(F)(F)c1ccc(cc1)C1OC(=O)CC1c1ccccc1
10083,FEHQIT,plate,dichloromethane/hexane,COc1ccc(cc1)C1CC(=O)OC1(c1ccccc1)C(F)(F)F
10084,FEHRAM,platelet,hexane/tetrahydrofuran,N1C=CN=C1C1=CSC(S1)=C1SC=CS1
10085,FEHRIU,block,ether/pentane,CC(C)C1(C)C(OC1=O)c1ccccc1
10086,FEHSOC,irregular block,methanol,CC1CCC(=O)C(C)CCC(CC(O)C(C)CC(=O)C1)C(C)=C
10087,FEHTAO,prismatic,tetrahydrofuran/diisopropyl ether,OCc1cc2COC(=O)c2c(c1CO)c1ccccc1Cl
10088,FEJDAC,irregular,dichloromethane,COc1ccc2OC3=C(C4=C(CCC3C)C(=O)CCC4)c2c1
10089,FEJNUG,block,tetrahydrofuran,I[Ca]1(N(C(C)C)C(=N1C(C)C)c1ccccc1)(O1CCCC1)(O1CCCC1)O1CCCC1
10090,FEJRUH,prismatic,toluene,CN(C)c1ccc(cc1)C1=CC(=C(S1)c1ccc(cc1)N(C)C)SSC1=C(SC(=C1)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C
10091,FEJSAO,rounded block,n-hexane,CC1(C)C2CCC1(C)C1(Cl)OC(=O)CC21
10092,FEJWOH,plate,ethyl acetate/hexanes,CC1(C)CCCC2(C#N)C(O)CCCC12
10093,FEJWUN,plate,ethyl acetate/hexanes,CC(C)(C)[Si](C)(C)OC1=C(C#N)C(CCCCC2CCCC(=C2C#N)O[Si](C)(C)C(C)(C)C)CCC1
10094,FEJYIC,prism,carbon disulfide,O=C1CSC2=C(SCC1=O)SC(=S)S2
10095,FEJZIF,plate,dichloromethane/petroleum ether,COC(=O)CC1C(O)OC(=CC1c1ccccc1)C(=O)OC(C)C
10096,FEKKOW,prism,ethanol,COc1ccc2C(C#N)N(C)CCC34C=CC(O)CC3Oc1c24
10097,FEKKUC,rectangular plates,dichloromethane/petroleum ether,FC1(F)c2ccccc2C2=C3NC(=C(c4ccccc4)C4=NC(=C(C5=CC=C(N5)C(=C5C=C(C2=N5)C(F)(F)C1(F)F)c1ccccc1)c1ccccc1)C=C4)C=C3
10098,FEKLIR,needle,diethyl ether/ethyl acetate,COC(=O)C1CCC(N2N=NC(=N2)C2=CC=CS2)C(=O)N1
10099,FEKSEU,irregular plate,diethyl ether,CC(C)c1cccc(C(C)C)c1N=CN(c1c(F)c(F)cc(F)c1F)c1c(cccc1C(C)C)C(C)C
10100,FEKVUN,block,hexane/chloroform,Cc1ccc(cc1)S(=O)(=O)N1CCN2CCN(Cc3cc(C1)cc(CN(CC2)S(=O)(=O)c1ccc(C)cc1)c3)S(=O)(=O)c1ccc(C)cc1
10101,FELBII,plate,acetone,COc1ccc(cc1)C1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C
10102,FELDUW,prism,acetone/water,Nc1cc(c(cc1N)N(=O)=O)N(=O)=O
10103,FELKAJ,block,hexane,CC(C)c1ccccc1C(=C)c1ccccc1C(C)C
10104,FELMAL,prism,hexanes/ethyl acetate,CC12CCCC34CCCN(C(=O)C1)C23C4Cl
10105,FELNUG,cube,chloroform/hexane,CNC(=O)C(C)(O)Cc1ccccc1C(=O)c1ccccc1
10106,FELPAO,cube,chloroform/hexane,CN(C(=O)C(C)=C)c1ccccc1C(=O)c1ccccc1
10107,FELPIW01,plate,Re-crystallisation from solvent: ethyl acetate/methanol/hexane,CC(C)C1NC(=O)C2=C(ON=C12)C=Cc1ccccc1
10108,FELQAP,chunk,ethyl acetate/hexanes,CC1(C)CCCC2(C#N)C1CCCC2=O
10109,FELQUI,prism,acetone,COc1ccccc1C([SiH](c1ccccc1)[Si](C)(C)C)[Si](C(c1ccccc1OC)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C
10110,FELRIX,prism,acetone,COc1ccccc1C1C(c2ccccc2OC)[Si]([Si](C)(C)C)([Si](C)(C)C)[Si]1([Si](C)(C)C)[Si](C)(C)C
10111,FELSIY,prism,heptane,COc1ccccc1C1[Si](C(c2ccccc2OC)[Si]1([Si](C)(C)C)[Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C
10112,FELVIC01,block,diethyl ether,COc1ccc(NC=O)cc1
10113,FEMHUB,block,ethanol,CC(C)C1COC(=[NH+]1)c1ccccc1S(=O)(=O)[O-]
10114,FEMJAJ,rectangular prism,ethanol,[NH3+]C(COC(=O)c1ccccc1S(=O)(=O)[O-])C(C)C
10115,FEMJOY,cube,acetone/n-hexane,O=C1C=Cc2ccccc2OCCCOc2ccccc2C=CC(=O)c2ccccc2OCCCOc2ccccc12
10116,FEMKIS,prism,ethanol,CN1C(=O)C(C=C1c1ccccc1)=C(Nc1ccccc1)c1ccccc1
10117,FEMNIV,octahedra,ethyl acetate,COC1=CC(=O)SC1C(O)c1ccccc1Cl
10118,FEMNOB,block,diethyl ether/hexane,CC(C)(C)C=C=CC(=O)OC1CC2CCC1(CS(=O)(=O)c1ccccc1)C2(C)C
10119,FEMPEU,block,ethanol,CN1C=CC=C1C(=O)CC#N
10120,FEMPIY,block,ethanol,CN(C)C=C(C#N)C(=O)C1=CC=CN1C
10121,FEMPOE,block,ethanol,CN1C=CC=C1C1=CC(=C(C#N)C(=O)O1)C
10122,FEMQAR,platelet,ethanol,CN1C=CC=C1C(=O)C1=NN(N=C1N)c1ccc(Cl)cc1
10123,FEMREV,prism,ethyl acetate,COc1cc(ccc1O)C1C(C(C1c1ccc(O)c(OC)c1)C(=O)Oc1ccc(cc1)N(=O)=O)C(=O)Oc1ccc(cc1)N(=O)=O
10124,FEMREW,plate,butanone/heptane,BrC1=C(c2ccccc2)C(C#N)(C#N)C2C=CC=CC=C12
10125,FEMRIA,plate,dichloromethane/heptane,CC(C)[Si](C#CC1=CC=CC2=C(Br)C(=C(C#N)C2=C1)c1ccccc1)(C(C)C)C(C)C
10126,FEMROG,lath,dichloromethane/heptane,BrC1=CC=CC2=C(Br)C(=C(C#N)C2=C1)c1ccccc1
10127,FEMSAT,parallelepiped,acetone,COc1ccc(cc1)C1CC(Sc2ccccc12)c1ccc(Cl)cc1
10128,FEMTIC,plate,hexanes,CC(C)c1cccc(C(C)C)c1N=C1N(P(Cl)N(C1=Nc1c(cccc1C(C)C)C(C)C)c1c(C)cccc1C)c1c(C)cccc1C
10129,FEMVAW,prism,ethanol,Cc1ccc(cc1)S(=O)(=O)OC(=CCC1CCN(CC1C=C)S(=O)(=O)c1ccc(C)cc1)c1ccnc2ccccc12
10130,FEMVEA,cube,acetone/water,Clc1ccc2OC(c3ccccc3)c3cnc(N4CCCCC4)c(C#N)c3c2c1
10131,FEMXEC,needle,ethyl acetate/hexanes,CS1(=Nc2ccccc2c2ccccc12)=O
10132,FEMXIG,prism,ethyl acetate/n-hexane,CC1(C)OC2C(CCC(=O)C#Cc3ccccc3)OC(CO[Si](c3ccccc3)(c3ccccc3)C(C)(C)C)C2O1
10133,FEMZOO,block,dioxane/ethanol,CN(C)C=CC(=O)CN1C(=O)c2ccccc2C1=O
10134,FENFOU,square block,ethyl acetate/hexane,Clc1ccc(cc1)C([Se][Se]C(c1ccccc1)c1ccc(Cl)cc1)c1ccccc1
10135,FENFUA,block,ethyl acetate/hexane,C=CC[Se]C(c1ccccc1)c1ccccc1
10136,FENGOV,block,acetone,Cc1ccc(cc1)S(=O)(=O)N1CCN(CCN(CCN(CC1)S(=O)(=O)c1ccc(C)cc1)S(=O)(=O)c1ccc(C)cc1)Cc1ccccc1
10137,FENKAN,block,methanol,CC(C=O)=C1CCC(C)(O)C23CC(O)OC2OCCCC13
10138,FENLEQ,block,n-hexane,C[Si]1(N(CCN1c1ccccc1)c1ccccc1)[Si]1(C)N(CCN1c1ccccc1)c1ccccc1
10139,FENLIU,block,n-hexane,Cl[Si]1(N(CCN1c1ccccc1)c1ccccc1)[Si]1(Cl)N(CCN1c1ccccc1)c1ccccc1
10140,FENLUG,block,toluene,CC1=C(Nc2ccccc12)P(c1ccccc1)c1ccccc1
10141,FENMAN,block,methanol,CC1=C(Nc2ccccc12)P(c1ccccc1)C1=C(C)c2ccccc2N1
10142,FENMER,block,hexane/dichloromethane,CC1=C(N(Cc2ccccc2)c2ccccc12)P(c1ccccc1)c1ccccc1
10143,FENPEV,tablet,acetonitrile,CCC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CO)CC(C)C
10144,FENQAS,plate,methanol,CN(c1ccccc1)C(=O)C(C)(C)NC(C)=O
10145,FENWOL,block,acetone,CC(=O)C1(O)C(Br)CC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
10146,FENYIJ,block,chloroform,Cc1ccc(cc1)C1=CN(N=N1)c1ccc2cc(C)cc(C(=C)C=C)c2n1
10147,FENZUU,block,DMF/water,OCCN(CCO)C(=S)NC(=O)c1cccc(c1)C(=O)NC(=S)N(CCO)CCO
10148,FEPDEJ01,block,ethanol,CC1=NN(c2ccccc2)c2nc3N(N=C(C)c3c(c3ccccc3)c12)c1ccccc1
10149,FEPFEO,plate,ethyl acetate/n-hexane,COC(CC(O)=O)C1C(OC)C1c1ccccc1
10150,FEPFUB,needles,diethyl ether,Cc1ccc(cc1)S(=O)CC1(CCC(COC(=O)c2ccc(cc2)N(=O)=O)CO1)CC=C
10151,FEPHAJ,prismatic,diethyl ether/hexane,COC(=O)C1C2C3(C)C(O)CCC2(OC3=O)C23CC(O)C4CC12C3C4=C
10152,FEPJOB01,needle,ethyl acetate,COc1ccc2N(C(=C(CC(=O)OCC(O)=O)c2c1)C)C(=O)c1ccc(Cl)cc1
10153,FEPMET,needle,ether/dichloromethane/pentane,COc1ccc2cc(ccc2c1)C(C)C(=O)OC1CC2CCC(O2)C1N1CCOC1=O
10154,FEPNUK,prism,hexane,CC(C)c1cccc(C(C)C)c1N1C(=CC(=N(c2c(cccc2C(C)C)C(C)C)[Ba]1(N([Si](C)(C)C)[Si](C)(C)C)O1CCCC1)C)C
10155,FEPROI,block,ethanol,c1ccc(cc1)c1cc(nc(c1)c1ccncc1)c1ccncc1
10156,FEPVAY,block,dichloromethane,CCN(CC)P(N(CC)CC)C1=CC=C(S1)P(N(CC)CC)N(CC)CC
10157,FEPVEC,block,from the melt,ClP(Cl)C1=CC=CO1
10158,FEPVIG,block,hexane,CCN(CC)P(N(CC)CC)C1=CC=C(O1)P(N(CC)CC)N(CC)CC
10159,FEPVOM,block,from the melt,ClP(Cl)C1=CC=C(O1)P(Cl)Cl
10160,FEPWED,prism,chloroform,CC(C)(C)OC(=O)CN1CC#CCN(CC(=O)OC(C)(C)C)Cc2cccc(CN(CC#CCN(CC(=O)OC(C)(C)C)Cc3cccc(C1)n3)CC(=O)OC(C)(C)C)n2
10161,FEQDIQ01,block,tetrahydrofuran,CCCCN12CCOB1(OCC2)c1ccc(Br)cc1
10162,FEQDOV,triangular plate,ethanol,Oc1ccccc1NCc1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1
10163,FEQDUB,flat needle,ethanol,Oc1ccccc1N=Cc1c(cc(cc1c1ccccc1)c1ccccc1)c1ccccc1
10164,FEQFOW,needles,THF/heptane,C[Si](C)(C([Si](C)(C)P(c1ccccc1)c1ccccc1)[Si](C)(C)P(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1
10165,FEQJUI,lath,diethyl ether,CS(=O)(=O)N(C1C=C(CCC1C(=O)N1CCOC1=O)c1ccccc1)N(C(=O)OCC=C)C(=O)OCC=C
10166,FEQPAS,needle,40-60 petroleum ether,CC(C)C1CCC(C)CC1OC1OC(=O)C=C1Br
10167,FEQQIB,plate,methanol,CSC1=C(SC)SC2=C(S1)c1cccc3cccc2c13
