,REFCODE,Habit,Solvent,SMILES
9751,FAQFOS,plate,methanol,Cc1ccc(cc1)C=CC(=O)c1ccccc1O
9752,FAQGEK,block,cyclopentane,CC(C)N(C(C)C)c1ccc(cc1)C#N
9753,FAQHEK,plate,chloroform/ether,CCN(CC)C(=S)C1(C)C2N(C=Cc3ccccc23)N(c2ccccc2)C1=S
9754,FAQHOU,needle,ethanol/hexane,Cc1ccccc1N=Cc1cc(Br)ccc1O
9755,FAQJAI,platelet,benzene,O=N(=O)C1=NN(CN([N]1)c1ccccc1)c1ccccc1
9756,FAQJEM,prism,ethanol,CC1N([N]C(=NN1c1ccccc1)N(=O)=O)c1ccccc1
9757,FAQJIQ,plate,dichloromethane/acetonitrile/hexane,COc1cc2CCCC(=O)NS(=O)(=O)c2cc1OC
9758,FAQJIR,prism,toluene,N(P(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1
9759,FAQJOW,prism,dichloromethane/hexane,COc1cc(CCCC#N)c(cc1OC)S(Cl)(=O)=O
9760,FAQJOX,prism,thf,C1CCO(C1)[Li]1(N(P(c2ccccc2)c2ccccc2)c2ccccc2[P]1(c1ccccc1)c1ccccc1)O1CCCC1
9761,FAQJOY,needle,ethyl acetate/hexane,COc1ccc(OC2=NC(=O)SS2)cc1
9762,FAQJUC,prism,chloroform/hexane,COc1cc2CCCC(=O)NC(C)(C)C(=NS(=O)(=O)c2cc1OC)N(C)C
9763,FAQJUE,plate,ethyl acetate/hexane,Cc1ccc(OC2=NC(=O)SS2)cc1
9764,FAQKOX,prism,chloroform/ethanol,Fc1ccc(cc1)C12CC(C(N=[N+]=[N-])C1OC1(CCCC1)OO2)(c1ccc(F)cc1)C1(CC2(OOC3(CCCC3)OC2C1N=[N+]=[N-])c1ccc(F)cc1)c1ccc(F)cc1
9765,FAQLEO,prism,chloroform/methanol,O=S1CCCCCS(=O)c2ccccc2CP(=O)(Cc2ccccc12)c1ccccc1
9766,FAQLIS,prism,methanol/ethyl acetate,O=S1Cc2cccc(CS(=O)c3ccccc3CP(=O)(Cc3ccccc13)c1ccccc1)c2
9767,FAQNEQ,prism,acetone/diethyl ether,CCOC(=O)C(C#N)=C(O)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C(COC(C)=O)OC(C)=O
9768,FAQPAO,plate,benzene,COc1cc(CC#CC#CCc2cc(OC)c(Cl)cc2OC)c(OC)cc1Cl
9769,FAQPAQ,prismatic,petroleum ether/toluene,CC(=O)C1=C(C)N2C(=Nc3ccc(Br)cc23)S1
9770,FAQPES,plate,benzene,COc1cc(CC#CC#CCc2cc(OC)c(C)cc2OC)c(OC)cc1C
9771,FAQQIX,prism,dichloromethane,O=C(Nc1ccccc1)c1[n+]([O-])c2ccccc2nc1Nc1ccccc1
9772,FAQQOD,prism,dideuterodichloromethane,COc1ccc(Nc2nc3ccc(OC)cc3[n+]([O-])c2C(=O)Nc2ccccc2)cc1
9773,FAQQUJ,prism,dideuterodichloromethane,COc1ccc(NC(=O)c2[n+]([O-])c3cc(OC)ccc3nc2Nc2ccccc2)cc1
9774,FAQRAQ,plate,dideuterodichloromethane,O=N(=O)c1ccc(Nc2c3ccccc3nc(Nc3ccccc3)c2N(=O)=O)cc1
9775,FAQREU,prism,dideuterodichloromethane/hexane,Fc1ccc(cc1)N=C1N(ON=C1C(=O)Nc1ccccc1)c1ccc(F)cc1
9776,FAQROE,plate,ethyl acetate,CCOC(=O)C1=NNC=C1
9777,FAQSAR01,column,Re-crystallisation from solvent: ethanol,CCOC(=O)C1=NNC(=C1)C
9778,FAQSEV,prism,ethanol,CCOC(=O)C1=NNC=C1C
9779,FAQSOF,prism,chloroform/hexane,CCOC(=O)C1=NNC=C1c1ccccc1
9780,FAQSUL,prism,methanol/dichloromethane,CCOC(=O)C1=NNC=C1Br
9781,FAQSUN,block,dichloromethane,CS(=O)(=O)c1nccc(n1)c1cccnc1
9782,FAQTAS,prism,hexane/ether,CCOC(=O)C1=NNC(=C1Br)C
9783,FAQVAU,plate,di-isopropyl ether,CC(=O)N1N=C(Cl)C=C1c1nc2ccccc2nc1Cl
9784,FAQVOL,needle,pyridine/methanol,Clc1cccc(Cl)c1C1=C2N(C(=O)c3ccccc23)c2cccc3c(C#N)c4c(Cl)cccc4c1c23
9785,FAQWEC,block,dichloromethane/petroleum ether,CC1C2COC3=C(C(=O)N(C)c4ccccc34)C12c1ccccc1
9786,FAQWIG,plate,dichloromethane/petroleum ether,CC=C1C(=CCOC21C(=O)N(C)c1ccccc21)c1ccccc1
9787,FAQWOM,block,dichloromethane/petroleum ether,COC(C)C1COC(C1c1ccccc1)=C1C(=O)N(C)c2ccccc12
9788,FAQZEE,block,dichloromethane,CC1=C(SC(=N1)Nc1ccccc1)C(=O)c1ccc(Cl)cc1
9789,FAQZII,block,dichloromethane,COC(=O)c1ccc(Cl)nc1
9790,FARJAK,block,methanol/ethyl acetate,O=C1CCC23CCCN2C(=O)CCCC3C1
9791,FARJUE,plate,ethanol,CCCCCCCCCCCCCCCCS(=O)(=O)[N-][N+](C)(C)C
9792,FARLOC,block,Diethyl ether / hexanes,CC(=O)C(C)(CC(=C)C1(CCCCC1=O)C(C)=O)C(C)=O
9793,FARMIX,needle,Vapour Deposition,N#CC(c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)=C(C#N)c1ccc(cc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1
9794,FARNAO,plate,ethyl acetate/hexanes,COC(C(=O)OC1CC=C(C(COC(=O)c2cc(cc(c2)N(=O)=O)N(=O)=O)C1)C(=O)OC)c1ccccc1
9795,FARNUI,prism,methanol,CCCCC1(O)C(C)CC2CCc3nc(N)nc1c23
9796,FARPEU,plate,pentane,Fc1c(F)c(F)c(B(c2ccc3ccccc3c2c2cccc3ccccc23)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
9797,FARQEV,plate,n-hexane/dichloromethane,CC(=O)OC1C(OC(C)=O)C2(C)CCC(O)C3(CO3)C2CC2CC(O)C(=C1C2(C)C)C
9798,FARQUL,block,chloroform,CC=CC1=C(C(=O)OC1=O)C1=C(C)N(C)c2ccccc12
9799,FARRAS,block,hexane/ethyl acetate,CC1C=C2C(=O)OC(=O)C2=C2c3ccccc3N(C)C12C
9800,FARRIA,prismatic,chloroform/methanol,CN1C(=O)C(=C(OC(=O)C23CCC(C)(C(=O)O2)C3(C)C)c2ccccc12)C(C1=C(CCNC(C)=O)c2ccccc2N1)c1ccccc1
9801,FARRUM03,plate,toluene,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
9802,FARSAT,platelet,methanol/acetonitrile,CN1N(c2ccccc2)C(=O)C(=C1C)NC(=O)c1cccnc1
9803,FARTEY,plate,ethyl acetate/petroleum ether,CC(C)C1CCC2(C)C(O)CCC(=C)C2(O)C1
9804,FARTOI,plate,ethyl acetate/petroleum ether,CC(C)C1(O)CCC2(C)C(O)CCC(=C)C2C1
9805,FARWIE03,prism,n-hexane/benzene,CC1(C)COB(OC1)B1OCC(C)(C)CO1
9806,FARXAY,platelet,hexane/chloroform/methanol,CN1C(=O)C2C3C(Cc4cccc1c24)C(C)(C)N1C3C(=O)C(=C(C)O)C1=O
9807,FASCIM,needle,acetone/hexanes,CC1CCC(C(C1)OC(=O)C(=C)C(C1OC(=O)C=C1)c1ccc(cc1)N(=O)=O)C(C)(C)c1ccccc1
9808,FASFAH01,plate,methanol/chloroform,Oc1ccccc1C1=NC(=C(N1)c1ccccc1)c1ccccc1
9809,FASFEL,prismatic,dichloromethane/toluene,CN1c2ccc(cc2)C(=O)N(C)c2ccc(cc2)C(=O)N(C)c2ccc(cc2)C(=O)N(C)c2ccc(cc2)C(=O)N(C)c2ccc(cc2)C(=O)N(C)c2ccc(cc2)C1=O
9810,FASFOV,plate,dichloromethane/hexane,c1ccc(cc1)c1ccccc1C1=C(c2ccccc2)C(=C[Si]1(c1ccccc1)c1ccccc1)c1ccccc1
9811,FASKOA,prismatic,dichloromethane/n-hexane,CCOC1=C([Se]c2ccccc2)C2C(C(C1)C(=O)c1ccccc1)C(=O)N(C2=O)c1ccccc1
9812,FASKOB,prism,acetone/water,COc1ccc(cc1)C1CC(=NN1C(=O)CN1C(=O)Oc2ccc(Cl)cc12)c1ccccc1
9813,FASKUH,prism,acetone/water,COc1ccc(cc1OC)C1CC(=NN1C(=O)CN1C(=O)Oc2ccc(C)cc12)c1ccccc1
9814,FASLAO,needle,methanol/water,COC(=O)C(Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(=O)OC)C(=O)NC(Cc1ccccc1)C(=O)OC
9815,FASLIV,prismatic,ethanol,COC(=O)C1C2C(CC3=C1C=CO3)C1(C)CCCC(C)(C)C1C1OC(=S)OC21
9816,FASMAO,needle,ether/hexanes (1:1),Cc1cc(C)cc(c1)C1(O)CCSCC1
9817,FASQOF,prism,octane/ethyl acetate,CCN(CC)P1(=S)N(c2ccccc2)C(=Nc2ccccc2)P(=S)(N(CC)CC)N(c2ccccc2)C1=Nc1ccccc1
9818,FASTAX,block,ethanol,CCC(=O)OCC12CCC(C1C1CCC3C4(C)CCC(OC(=O)CC)C(C)(C)C4CCC3(C)C1(C)CC2)C(C)=C
9819,FASTUQ,block,ethanol/acetone,CCN(CC)c1nc(NN=Cc2ccc(cc2)N(=O)=O)nc(n1)N(CC)CC
9820,FASXUV,block,Vapour deposition,COc1ccc(cc1)C(=O)N1c2ccccc2c2ccccc12
9821,FASZIJ,plate,aqueous acetone,O=C1NC(CO1)c1ccccc1
9822,FASZOP,parallelepiped,ethyl acetate/petroleum ether,CC(C)C1CCC2(C)C(O)CCC(=C)C2C1O
9823,FATFIR,prismatic,methanol/chloroform,COc1cc(cc(OC)c1OC)C(=O)C=Cc1ccc(Cl)cc1Cl
9824,FATFUD,prism,ethanol,CC1(C)CC(=C(C#N)C(=O)N1)C=Cc1ccccc1Cl
9825,FATHEP,block,ethanol,C(C=NNc1ccccc1)c1ccccc1
9826,FATLOC,rectangular rods,dichloromethane/pentane,Cc1cccc(C)c1N1P(Br)N(P(Br)N(P1Br)c1c(C)cccc1C)c1c(C)cccc1C
9827,FATQUN,block,ethyl acetate/hexanes,COC12CN(C)(C)[Se](Br)C1C1CCC2(C)C1(C)C
9828,FATREA,needles,Chloroform/methanol,CN(C)c1ccc(NC=C2C(=C(C#N)C(=C2C#N)c2ccccc2)C)cc1
9829,FATRIE,needles,Chloroform,CN(C)c1ccc(cc1)[N+]([O-])=CC1=C(C#N)C(=C(C#N)C1(C)NC(=O)C(F)(F)F)c1ccccc1
9830,FATRUO,plate,acetonitrile,CC1C(=O)OC2C(Cl)C(=C)C=CC(OC(C)=O)C3(C)C=CC(OC(C)=O)C(C)(O)C3C(OC(C)=O)C12O
9831,FATVUS,elongated block,dichloromethane/methanol,COc1cc(C)c(C=O)c(C)c1C=O
9832,FATWAZ,block,dichloromethane/methanol,Cc1cc(OCc2ccccc2)c(C=O)c(C)c1C#N
9833,FATWIH,multi-faced-irregular,dichloromethane-toluene,COc1cc(C)c(C#N)c(C)c1C=O
9834,FATYOP01,needle,methanol,COc1cc(C)c2C(=O)C(=COc2c1)c1ccccc1
9835,FATZEG,rod,acetonitrile,Cc1cc(C)c(c(C)c1)C1=CC(=O)C=CC1=NO
9836,FATZEI01,plate,chloroform,COc1ccc(cc1)C(=O)C(NS(=O)(=O)c1ccc(C)cc1)=C1Nc2ccccc2C1=O
9837,FAVJUJ,plate,benzene,Cc1cc(C)c(N2C(=O)C(C)(C)C(=O)N(c3c(C)cc(C)cc3C)C32C=C3)c(C)c1
9838,FAVKIY,block,benzene/pentane,COC(=O)C1=C2N(C(=O)C(C)(C)C(=O)N2C2=C(C)C=C(C)C=C(C)C12C(=O)OC)c1c(C)cc(C)cc1C
9839,FAVKOE,block,benzene/pentane,COC(=O)C(C1=NC(=O)C(C)(C)C(=O)N1c1c(C)cc(C)cc1C)=C(C(=O)OC)c1c(C)cc(C)cc1C
9840,FAVKUK,block,benzene,COc1ccc(cc1)C1=NC21N(C(=O)C(C)(C)C(=O)N2c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C
9841,FAVLEU,needle,methanol,COc1cc(ccc1OC(C)=O)C1=C2N(CCc3c(OC(C)=O)c(OC)c(OC)cc23)C2=C1c1cc(OC)c(OC(C)=O)cc1OC2=O
9842,FAVMAR,needle,methanol/water,CC(C)C1CC=C2CC=C(C)CCC=C(C)C(=O)CC12C
9843,FAVMEV,needle,methanol,CC(C)(O)C1CCC2(C)C(=O)C=CC(C)(O)C2(O)C1
9844,FAVNAS,plate,carbon disulfide/heptane,CC1(C)C=C(C=C2SC3=C(S2)SC(S3)=C2SC3=C(SCCS3)S2)C(C)(C)N1[O]
9845,FAVQEY,prisms,di-isopropyl ether/diethyl ether,C1CCN2N=C(OC(C2C1)c1ccccc1)c1ccccc1
9846,FAVSIE,prism,hexane/ethyl acetate,CCC(C(Cl)=NO)c1ccccc1OC
9847,FAVSOK,prism,hexane/ethyl acetate,CCC(C(Cl)=NO)c1ccccc1C(F)(F)F
9848,FAVWEH,plate,petroleum spirits (40-60C)/ ethyl acetate / acetone,CCOC1CC2C(O)CC1(C)C(O)C2(C)O
9849,FAVWIL,plate,ethyl acetate / petroleum spirits,CCOC1CC2C(O)C(OCc3ccc(OC)cc3)C1(C)C1OC(C)(C)OC21C
9850,FAVWOP,prism,ethanol,CN(C)C(=O)c1nc2ccccc2c2Sc3c(Sc12)c1ccccc1nc3C(=O)N(C)C
9851,FAVWOR,block,ethyl acetate / petroleum spirits,CCOC1CC2CC(=O)C1(C)C1OC(C)(C)OC21C
9852,FAVWUX,plate,chloroform / methanol,CCOC1CC2C(=C(O)C=CC=CC)C(=O)C1(C)C1OC(C)(C)OC21C
9853,FAVXUY,block,Acetonitrile,CN1CCC23C(=O)Nc4ccccc4C12C(=O)OC13C(=O)N(C)c2ccccc12
9854,FAVYEI,block,methanol,OC(C1COc2ccc3ccccc3c2C1=O)c1ccccc1
9855,FAVYIM,plate,methanol,Cc1ccc(cc1)C=C1COc2ccc3ccccc3c2C1=O
9856,FAVYIN,block,acetonitrile,OC(C(=C)C(=O)OCC#C)c1ccccn1
9857,FAVYOS,plate,methanol,COc1cccc(c1)C=C1CCN(C2CCCCC2)C1=O
9858,FAVYUY,plate,methanol,COc1ccc(cc1)C=C1CCN(C2CCCCC2)C1=O
9859,FAVYUZ,block,acetonitrile,CN1CCC23C(OC(=O)C12c1ccccc1NC3=O)c1cccnc1
9860,FAVZEK,Block,acetonitrile,C=CC1=C(C(=O)OCc2ccccc2)c2ccccc2N(Cc2ccccc2)C1=O
9861,FAVZIO,BLock,acetonitrile,CN1CCC23C(OC(=O)C12c1ccccc1NC3=O)c1ccncc1
9862,FAWCEM,prism,deuterochloroform,CN(C)P1(=[Se])Oc2ccccc2C2=Nc3ccccc3N12
9863,FAWFOY04,plate,hexane,CC1=CC(=C(C)S1)C1=C(C2=C(C)SC(=C2)C)C(F)(F)C(F)(F)C1(F)F
9864,FAWFOZ,cube,hexanes/dichloromethane,Cc1cc(c2ccccc2)c(pc1P(=S)(c1ccccc1)c1ccccc1)c1ccccc1
9865,FAWHOB,needle,isopropanol,CC(C)(C)N1C=CN(B1C[Si](C)(C)C)C(C)(C)C
9866,FAWHUH,needle,isopropanol,CCC(C)(N1C=CN(B1C[Si](C)(C)C)C(C)(CC)c1ccccc1)c1ccccc1
9867,FAWJAP,prisms,ethanol,CCN(CC)C(=[Se])NC(=O)c1ccccc1F
9868,FAWRAX,block,dichloromethane/hexanes,COc1cccc(Nc2ccccn2)c1
9869,FAWREB,Block,dichloromethane/hexanes,CC(C)Oc1cccc(Nc2ccccn2)c1
9870,FAWWAC,block,ethyl acetate/hexane,COc1c2Cc3cc(cc(Cc4cc(cc(Cc5cc(cc(Cc6cc(cc(Cc7cc(cc(Cc1cc(c2)C(C)(C)C)c7OCP(c1ccccc1)c1ccccc1)C(C)(C)C)c6OC)C(C)(C)C)c5OCP(c1ccccc1)c1ccccc1)C(C)(C)C)c4OC)C(C)(C)C)c3OCP(c1ccccc1)c1ccccc1)C(C)(C)C
9871,FAXBUB01,prism,ethanol,Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1
9872,FAXQAW,plate,acetonitrile,CCc1c(CN(Cc2ccccn2)Cc2ccccn2)c(CC)c(CN(Cc2ccccn2)Cc2ccccn2)c(CC)c1CN(Cc1ccccn1)Cc1ccccn1
9873,FAXQUR,needle,diethyl ether,COc1ccc(COCCC(OC(=O)C23CCC(C)(C(=O)O2)C3(C)C)C(C)C=C)cc1
9874,FAXRAY,block,acetone,CC(C)c1ccc(cc1)N1C(=NN=C1c1ccccn1)c1ccccn1
9875,FAXREC,prism,ethyl acetate/petroleum ether,CC(C)(C)OC(=O)N1CCC2(CC1)CC(=O)c1ccccc21
9876,FAXRIF,block,n-hexane/dichloromethane,CCc1c(CBr)c(CC)c(CBr)c(CC)c1CBr
9877,FAXRIG,block,chloroform/methanol,COC1OCC23C(CCC(C)(C)C12)OC(=O)C1=C(O)C(=C(CC(OC(C)=O)C31)C=O)C
9878,FAXRII,block,"N,N-dimethylformamide / methanol",CC(=[NH+][N-]C(=S)N1CCCC1)C1=Cc2ccccc2OC1=O
9879,FAXROM,block,diethyl ether,CC1(C)OCC(CC1Br)c1ccccc1
9880,FAXRUS01,prism,ethanol/dioxane,CCN1C(=S)NN=C1c1ccccc1O
9881,FAXSAY,plate,acetonitrile,O=C(CN1CCN(CCN(CCN(CC1)CC(=O)NCc1ccccc1)CC(=O)NCc1ccccc1)CC(=O)NCc1ccccc1)NCc1ccccc1
9882,FAXSED,prism,methanol,CC(C)(C)OC(=O)NC1CC(CO)C2OC12
9883,FAXSIH,rectangular block,carbon tetrachloride,CC=CCC1=NC(=C(C=O)N1Cc1ccc(cc1)c1ccccc1C#N)Cl
9884,FAXSUT,block,ethanol,CN(C)c1ccc(cc1)c1c(C#N)c(N)nc2N(N=C(C)c12)c1ccccc1
9885,FAXTAA,prism,ethanol/petroleum ether,C1CSC(S1)=NN=C1SCCS1
9886,FAXTEE,blocks,petroleum ether/diethyl ether,CC1(C)OC(CCC1O)c1ccccc1
9887,FAXTII,block,petroleum ether/diethyl ether,CC1(C)OC(=O)CC1OC(=O)c1ccccc1
9888,FAXTUU,needle,ethyl acetate,ClC(Cl)(Cl)C1OC(=O)C2CCC(=O)N12
9889,FAXVEG,block,ethanol,CC(C)(C)C1=NN(c2ccc(Cl)cc2)c2nc3CC(C)(C)CC(=O)c3cc12
9890,FAXVIK,prism,methanol,CCN(CC)Cc1c2ccccc2cc2ccccc12
9891,FAXVOQ01,block,acetone,CC1=CC(C)(C)NC(=S)N1c1ccccc1
9892,FAXVUW,block,ethanol,COC(=O)C(=CN(C)C)c1ccccc1OC(=CN(C)C)C1=NC(=NO1)c1ccc(SC)cc1
9893,FAXWEH,block,DMF,Clc1ccccc1C=NNC(=O)C1=NNC=N1
9894,FAXWOR,block,DMF-ethanol,CN(C)c1ccc(cc1)C=NC1=C(C(=O)Nc2ccccc2Cl)C2=C(CC=CC2)S1
9895,FAXXAE,prism,aqueous ethanol,Cc1ccc(cc1)S(=O)(=O)Oc1ccc(cc1)N(=O)=O
9896,FAXXEI,prism,ethanol,COc1cc(O)cc(OC)c1C=O
9897,FAXXOS01,block,ethanol,COc1ccc2CCC3=C(C(c4ccc5OCOc5c4)C(=C(N)O3)C#N)c2c1
9898,FAXYAF,plate,ethyl acetate,Clc1cccc(Cl)c1CNN1C(=NN=C1c1ccccc1)c1ccccc1
9899,FAXYEJ,needle,chloroform/ethanol,CCN(CC)c1c(nnnc1c1ccccc1)c1ccccc1
9900,FAXYIN,block,DMF-ethanol,COc1ccc(NC(=O)COc2ccc(OCC(=O)Nc3ccc(OC)cc3)cc2)cc1
9901,FAXYUA,block,pentane,[SiH3][Si]([SiH3])([SiH3])[Si](c1ccccc1)(c1ccccc1)c1ccccc1
9902,FAXYUZ,block,ethanol,[NH3+]c1cc(cc(N)c1C)S(=O)(=O)[O-]
9903,FAXZAF01,block,acetone,CC1(C)CC(=O)C2=C(C1)N(c1ccccc1)C(=C2)c1ccccc1
9904,FAXZAG,block,methanol-water,Fc1cc2C3OCCC3C(Nc2cc1Cl)c1ccccc1
9905,FAXZEK,block,chloroform-methanol,CC(C)(C)C(=O)Nc1cccc(CO)n1
9906,FAXZUA,block,acetone,CS(=O)(=O)N(C1=CC(=NN1c1c(Cl)cc(cc1Cl)C(F)(F)F)C#N)S(C)(=O)=O
9907,FAYBAJ,irregular,aqueous ethanol,Cc1ccc(cc1)S(=O)(=O)Oc1ccccc1N(=O)=O
9908,FAYBEN,block,methanol,CC1C2CCC(C)(O)C3(O)CCC(O)C3(C)C2OC1=O
9909,FAYBOX,needle,diethyl ether/cyclohexane,CC1(C)OC2COC(=O)C(C)(O)C2O1
9910,FAYBUD,block,ethyl acetate,Clc1ccc(cc1)C(=O)CSC(=S)N1CCOCC1
9911,FAYCAK,block,acetone,COc1cc2N(OC(=O)c2cc1OC)S(=O)(=O)c1ccc(C)cc1
9912,FAYCEO,prism,DMF,CCC([NH2+]CCO)P(O)(=O)[O-]
9913,FAYDOZ,block,chloroform,CCCC(CCC)(C(O)=O)C(O)=O
9914,FAYFER,prism,ethanol,N#Cc1ccc(Oc2ccc3OCOc3c2)cc1C#N
9915,FAYFUH,prism,chloroform-ether-hexane,COc1ccc2C3CCC4(C)C(CC5CCC(=O)C=C45)C3CCc2c1
9916,FAYGES,block,acetonitrile,CCOC(=O)C1=C(COCCN2C(=O)c3ccccc3C2=O)NC(=C(C1c1ccccc1Cl)C(=O)OC)C
9917,FAYHAP,block,hot ethanol,C(CN(Cc1ccccc1)Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1
9918,FAYHET,prism,acetone,Ic1ccc(cc1)c1ccc(I)cc1
9919,FAYHUJ,block,methanol-water,Clc1ccc(cc1)C1Nc2ccccc2C2OCCC12
9920,FAYJAR,rectangular block,dichloromethane,CCOC(=O)C1=C(N)ON=C1C
9921,FAYPEB,prism,diethyl ether,CCCC1CCC2C(C)CCCC2N1C(=O)c1ccc(cc1)N(=O)=O
9922,FAYQEC,tablet,methanol,CC(=O)Oc1ccc2C3CCC4(C)C(CC(=O)N(CC=C)C4=O)C3CCc2c1
9923,FAYRUU,prism,dichloromethane/hexane,CC(C)=C1C2C3C(C1c1ccccc21)C(=O)c1ccccc1C3=O
9924,FAYSAB,prism,dichloromethane/ethanol,CC(C)=C1C2c3ccccc3C1c1cc3ccccc3cc21
9925,FAYTIK,prism,dichloromethane/hexane,CC1(C)N=C(N([O])C1(C)C)C1=CN(N=C1)c1ccc2ccc3cccc4ccc1c2c34
9926,FAYTOQ,prism,dichloromethane/hexane,CC1(C)N([O])C(=[N+]([O-])C1(C)C)C1=CN(N=C1)c1ccc2ccc3cccc4ccc1c2c34
9927,FAYTUW01,needle,dichloromethane,O=Cc1ccc(cc1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1
9928,FAYZAH,plate,n-hexane/ethyl acetate,Clc1nc2Oc3cccc(Oc4nc(Cl)nc(Oc5cccc(Oc(n1)n2)c5)n4)c3
9929,FAYZIP,needles,n-hexane/ethyl acetate,Clc1nc2Nc3cccc(Nc4nc(Cl)nc(Oc5cccc(Oc(n1)n2)c5)n4)c3
9930,FAYZUB,block,diethyl ether/dmf,Clc1nc2Nc3cccc(Nc4nc(Cl)nc(Nc5cccc(Nc(n1)n2)c5)n4)c3
9931,FAZBIS,prisms,n-hexane/dichloromethane,CN1c2cccc(c2)N(C)c2nc(Cl)nc(n2)N(C)c2cccc(c2)N(C)c2nc(Cl)nc1n2
9932,FAZFIW,tetragonal trapezohedron,ethyl acetate/n-hexane,CCOCCOc1c2Cc3cc(cc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5OCCOCC)C#N)c4OCCOCC)c3OCCOCC)C#N
9933,FAZFOC,stick,chloroform/methanol,CCOCCOc1c2Cc3cc(I)cc(Cc4cc(I)cc(Cc5cc(I)cc(Cc1cc(I)c2)c5OCCOCC)c4OCCOCC)c3OCCOCC
9934,FAZFUI,block,chloroform/methanol,CCOCCOc1c2Cc3cc(cc(Cc4cccc(Cc5cc(cc(Cc1ccc2)c5OCCOCC)c1nc(N)nc(N)n1)c4OCCOCC)c3OCCOCC)c1nc(N)nc(N)n1
9935,FAZHET01,needle,water,[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-]
9936,FAZJAS,plate,dichloromethane/hexane,COC(=O)C1=C2C=CC=C3N2C(=C1C(=O)OC)c1ccccc31
9937,FAZJEW,needle,dichloromethane/hexane,c1ccc(nc1)C1=C2C=CC=C3N2C(=C1)c1ccccc31
9938,FAZJIA,plate,dichloromethane/hexane,c1ccc2nc(ccc2c1)C1=C2C=CC=C3N2C(=C1)c1ccccc31
9939,FAZLEX,plate,ethanol,CCCCCCOc1ccc(cc1)C#Cc1ccc(cc1NC(=O)CCC)N(=O)=O
9940,FAZNAY,needle,dichloromethane / hexane,O=C1C(CCC1=Cc1ccccn1)=Cc1ccccn1
9941,FAZRAZ,needles,isopropyl ether,CN1C2CCCCC2OC(=Nc2ccccc2)N1C
9942,FAZSAB,needle,ethanol/water,N#CC(=CC1=C2OCCOC2=CS1)C1=CC=CS1
9943,FAZVUA,cylinder,in situ cryocrystallisation from liquid,FC1(F)SC(F)(F)S1
9944,FAZVUY,needle,dichloromethane,O=C1N2c3ccccc3N=C2C(=C1SCc1ccccc1)SCc1ccccc1
9945,FAZWAF,Needle,dichloromethane,Nc1ccccc1N1C(=O)C(=C(Cl)C1=O)Cl
9946,FAZWOT,prism,isopropanol,Fc1ccc(CN2c3ccc(cc3N=C2c2ccc(cc2)C#N)C#N)cc1
9947,FAZXOU,plate,ethanol,CCOC(=O)C1=Cc2cc(C=CC)c3OC(C)Cc3c2OC1=O
9948,FAZYIR,plate,toluene,BrC1=CC=CN2B1C=Cc1ccccc21
9949,FAZYUD,block,pentane,COc1ccc2OC(O)(Cc2c1)C(F)(F)F
9950,FAZZAK,block,pentane,COc1ccc2OC(=C(C(O)C(F)(F)F)c2c1)C(F)(F)F
9951,FAZZEO,block,wet deuterochloroform/pentane,COc1ccc2OC(=C(c2c1)C(O)(O)C(F)(F)F)C(F)(F)F
9952,FBPAZD08,plate-like,acetone,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1
9953,FEBCUN,plate,chloroform,CC(C)(C)S(=O)N1C(CCCCCl)C(CCC1=O)C(=O)Oc1ccccc1
9954,FEBDOI,plate,dichloromethane/hexane,CC1=NC(=Cc2ccc(cc2)c2ccc(cc2)C(c2ccccc2)=C(c2ccccc2)c2ccccc2)C(=O)O1
9955,FEBDUO,block,dichloromethane/hexane,CC1=NC(=Cc2ccc(cc2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(=O)O1
9956,FEBFOH,block cut from needle,pentane,C[Si](C)(C)C1=C(C(OC1=O)=Cc1ccccc1)[Si](C)(C)C
9957,FEBFUP01,block,dichloromethane/ethyl acetate,OC12CCCC(C(c3ccccc3)C1(Br)N(=O)=O)C2=O
9958,FEBGEY,prismatic,chloroform,N#CC1=C(C#N)C2C3=C4CCCc5cc6CCCC(=C2CCCc6cc5CCC3)C14
9959,FEBGIC,prismatic,ethyl acetate,N#CC1=CC23CCCc4cc5CCCC2=C2CCCc5cc4CCCC43C2C14C#N
9960,FEBHEZ,plates,benzene,C1Cc2cc3CCCc4cc(C1)c1CCCc2cc3CCCc4c1
